,0,category,2cat
3403,CLASSIC SUGAR DISPENSER,This product falls under the category of Kitchenware or Food Storage.,"['Food', 'Storage']"
3404,MISELTOE HEART WREATH WHITE,Decor,Decor
3405,MISELTOE HEART WREATH ,This product falls under the category of Decor.,Decor
3406,CLASSIC GLASS SWEET JAR,This product falls into the category of Decor.,Decor
3407,LARGE CERAMIC TOP STORAGE JAR,This product belongs to the category of Decor.,Decor
3408,LARGE JEWELLERY STAND,This product belongs to the Decor category.,Decor
3409,SMALL JEWELLERY STAND,"This product belongs to the ""Decor"" category.",Decor
3410,SILVER STARS TABLE DECORATION,Decor,Decor
3411,GLASS BON BON JAR,"This product belongs to the ""Decor"" category.",Decor
3412,WHITE WIRE PLANT POT HOLDER,"This product belongs to the ""Decor"" category.",Decor
3413,CLASSIC GLASS COOKIE JAR,"This product falls under the ""Decor"" category.",Decor
3414,CLASSIC CAFE SUGAR DISPENSER,This product belongs to the category of Kitchenware or Food Storage.,"['Food', 'Storage']"
3415,ZINC HEART FLOWER T-LIGHT HOLDER,"This product belongs to the ""Decor"" category.",Decor
3416,JINGLE BELL HEART DECORATION,This product would fall under the category of Decor.,Decor
3417,ZINC HEARTS PLANT POT HOLDER,This product is best classified under the category of Decor.,Decor
3418,WHITE HEARTS WIRE PLANT POT HOLDER,This product falls under the category of Decor.,Decor
3419,ZINC  HEART T-LIGHT HOLDER,"This product can be classified under the category of ""Decor"".",Decor
3420,METAL HERB GERDEN CONTAINER,"This product would fall under the category of ""Gardening"" or ""Outdoor Decor.""","['Outdoor', 'Decor']"
3421,ZINC PLANT POT HOLDER,"This product falls under the ""Decor"" category.",Decor
3422,FOLDING MIRROR IVORY ,"This product is classified as a ""Beauty & Personal Care"" item.","['Care', 'item']"
3423,FOLDING MIRROR RED  ,"This product would fall under the category of ""Decor"".",Decor
3424,"PEARL & SHELL 42""NECKL. IVORY",This product falls under the category of Jewelry.,Jewelry
3425,SET 6 PAPER TABLE LANTERN STARS ,The product 'SET 6 PAPER TABLE LANTERN STARS' is classified as a lighting product.,"['STARS', 'product']"
3426,GARDENERS KNEELING PAD KEEP CALM ,"This product belongs to the ""Gardening"" category.",Gardening
3427,GARDENERS KNEELING PAD CUP OF TEA ,"This product can be classified under the category of ""Gardening"" or ""Outdoor Essentials.""","['Gardening', 'Essentials']"
3428,KNEELING MAT HOUSEWORK  DESIGN,"This product can be classified under the ""Wellness"" category.",Wellness
3429,ENGLISH ROSE SCENTED HANGING HEART,"This product would fall under the category of Home Decor or Home Fragrance, depending on the context in which it is being used.","['Fragrance', 'context']"
3430,VINTAGE GLASS T-LIGHT HOLDER,"This product falls into the category of ""Decor"".",Decor
3431,LARGE ANTIQUE WHITE PHOTO FRAME,This product falls under the category of Decor.,Decor
3432,ANTIQUE SILVER BAUBLE LAMP  ,This product falls under the category of Lighting.,Lighting
3433,FRENCH CARRIAGE LANTERN,This product falls under the category of Lighting.,Lighting
3434,ZINC  STAR T-LIGHT HOLDER ,"This product belongs to the ""Decor"" category.",Decor
3435,sold as set/6 by dotcom,"This product appears to be a set of items, knowing the specific category would be helpful for more accurate classification.",classification
3436,wet/rusty,This product description does not provide enough information for a clear classification. Please provide more details about the product so I can help you categorize it accurately.,"['details', 'product']"
3437,damages/dotcom?,"I'm sorry, but the product description you provided is unclear. Can you please provide more details or context so I can properly classify it into the correct category?",context
3438,on cargo order,"I'm sorry, but I'm not able to classify the product based on the description provided. Can you please provide more details or context about the product?","['context', 'product']"
3439,FUNKY FLOWER PICNIC BAG FOR 4,"This product falls into the category of ""Outdoor & Picnic Accessories"".","['Picnic', 'Accessories']"
3440,SET 10 NIGHT OWL LIGHTS,This product falls under the category of Lighting.,Lighting
3441,HEART SHAPED HOLLY WREATH,Category: Decor,Decor
3442,LILY BROOCH WHITE/SILVER COLOUR,This product falls under the category of Fashion Accessories.,"['Fashion', 'Accessories']"
3443,BLUE DELPHINIUM ARTIFICIAL FLOWER,"This product belongs to the ""Decor"" category.",Decor
3444,IVORY CAFE HANGING LAMP ,This product belongs to the category of Lighting.,Lighting
3445,RED PEONY CUSHION COVER ,Decor,Decor
3446,GREEN PEONY CUSHION COVER,"This product can be classified under the ""Home Decor"" category.",Decor
3447,SILVER FLOWR PINK SHELL NECKLACE,This product falls under the category of **Jewelry**.,"['*', '*']"
3448,ZINC T-LIGHT HOLDER STARS LARGE,"This product belongs to the ""Decor"" category.",Decor
3449,smashed,"This product falls under the category of Drinkware, specifically glassware.","['Drinkware', 'glassware']"
3450,16 PC CUTLERY SET PANTRY DESIGN,"This product falls into the ""Kitchenware"" category.",Kitchenware
3451,CAPIZ CHANDELIER,"This product belongs to the ""Lighting"" category.",Lighting
3452,SILVER BLACK ORBIT DROP EARRINGS,This product belongs to the category of Jewelry.,Jewelry
3453,incorrectly credited C550456 see 47,"I'm sorry, I can't classify that product based on the information provided. If you can provide me with more details or a description of the product, I'd be happy to help classify it into the appropriate category.",product
3454,reverse previous adjustment,"I'm sorry, but I'm unable to classify the product description ""reverse previous adjustment"" as it is unclear what type of product it refers to. Additional context or details about the product may be needed for accurate categorization.","['product', 'categorization']"
3455,FILIGREE HEART BIRD WHITE ,This product belongs to the Decor category.,Decor
3456,FILIGREE HEART BUTTERFLY WHITE ,"This product would likely fall under the category of ""Decor"" or ""Home Decor"" as it seems to be a decorative piece with a filigree heart and butterfly design in white color.","['design', 'color']"
3457,ZINC STAR T-LIGHT HOLDER ,This product would fall under the category of Lighting.,Lighting
3458,Next Day Carriage,"This product description does not provide enough information to classify it into a specific category. Based on the information provided, it does not fit into the categories of Lighting, Wellness, Drinkware, Decor, or Stationery. It may fall into the category of Services or Transportation.","['Services', 'Transportation']"
3459,DECORATION SITTING BUNNY,"This product falls into the ""Decor"" category.",Decor
3460,CHERRY BLOSSOM PURSE,This product would likely fall under the category of Fashion Accessories.,"['Fashion', 'Accessories']"
3461,FILIGREE HEART DAISY WHITE,This product belongs to the Decor category.,Decor
3462,SET 4 VALENTINE DECOUPAGE HEART BOX,This product falls under the category of Decor.,Decor
3463,REINDEER HEART DECORATION SILVER,"This product falls under the category of Decor, specifically Christmas Decor.","['Christmas', 'Decor']"
3464,CHAMPAGNE TRAY BLANK CARD,Stationery,Stationery
3465,JINGLE BELL HEART ANTIQUE GOLD,This product falls under the category of Decor.,Decor
3466,JINGLE BELL HEART ANTIQUE SILVER,This product belongs to the Home Decor category.,Decor
3467,WHITE ROCKING HORSE HAND PAINTED,This product falls under the category of Decor.,Decor
3468,STAR WREATH DECORATION WITH BELL,This product would fall into the category of Decor.,Decor
3469,HEART WREATH DECORATION WITH BELL,This product falls under the category of Decor.,Decor
3470,LAUREL STAR ANTIQUE SILVER ,Decor,Decor
3471,CHERUB HEART DECORATION GOLD,Decor,Decor
3472,RED ROCKING HORSE HAND PAINTED,This product falls under the category of Decor.,Decor
3473,LAUREL HEART ANTIQUE GOLD,This product is classified as Decor.,"['product', 'Decor']"
3474,LAUREL HEART ANTIQUE SILVER,Decor,Decor
3475,CHERUB HEART DECORATION SILVER ,This product can be classified under the category of Decor.,Decor
3476,wet damaged,"I'm sorry, but the description 'wet damaged' is not clear enough for me to accurately classify it into a product category. If you can provide more details or context about the product, I would be happy to assist you in categorizing it.","['context', 'product']"
3477,SET 2 TEA TOWELS I LOVE LONDON ,This product falls under the category of Home Decor or Kitchen Accessories.,"['Kitchen', 'Accessories']"
3478,SET OF 3 HANGING OWLS OLLIE BEAK,This product falls under the category of Decor.,Decor
3479,SET OF 3 WOODEN HEART DECORATIONS,"This product falls under the ""Decor"" category.",Decor
3480,PAPER LANTERN 5 POINT STAR MOON ,"This product falls under the category of Lighting, specifically Paper Lanterns.","['Paper', 'Lanterns']"
3481,SET OF 60 I LOVE LONDON CAKE CASES ,"This product belongs to the category of ""Kitchen & Baking"" or ""Baking Supplies"".","['Baking', 'Supplies']"
3482,SET OF 2 CERAMIC PAINTED HEARTS ,Decor,Decor
3483,SET OF 60 PANTRY DESIGN CAKE CASES ,"This product would likely fall under the category of ""Baking"" or ""Kitchen Supplies.""","['Kitchen', 'Supplies']"
3484,Water damaged,"I'm sorry, I couldn't categorize the description ""Water damaged"" without additional context or information about the product. Kindly provide more details so I can assist you better.","['product', 'details']"
3485,SET OF 36 DOILIES PANTRY DESIGN,This product falls under the 'Decor' category.,'Decor
3486,SET OF 60 VINTAGE LEAF CAKE CASES ,"This product can be classified under the category of ""Kitchen & Dining"" or more specifically under ""Baking Supplies"" or ""Baking Tools.""","['Supplies', 'Tools']"
3487,HEART T-LIGHT HOLDER WILLIE WINKIE,"This product falls into the ""Decor"" category.",Decor
3488,STAR T-LIGHT HOLDER WILLIE WINKIE,"This product belongs to the ""Decor"" category.",Decor
3489,BAROQUE BUTTERFLY EARRINGS MONTANA,This product falls under the category of Jewelry.,Jewelry
3490,WRAP GINGHAM ROSE ,This product is classified as a Stationery item.,"['Stationery', 'item']"
3491,MIRRORED WALL ART SNOWFLAKES,"This product belongs to the ""Decor"" category.",Decor
3492,POP ART PUSH DOWN RUBBER ,This product would fall under the category of Stationery.,Stationery
3493,WHITE FRANGIPANI HAIR CLIP,This product falls under the category of accessories or hair accessories.,"['hair', 'accessories']"
3494,SET OF 4 KNICK KNACK TINS DOILEY ,Decor,Decor
3495,SET OF 4 KNICK KNACK TINS LONDON ,This product can be classified into the Decor category.,Decor
3496,BLUE FELT HANGING HEART WITH FLOWER,This product belongs in the Decor category.,Decor
3497,VINTAGE KEEPSAKE BOX PINK FLOWER,This product can be classified under the category of Decor.,Decor
3498,SET OF TEA COFFEE SUGAR TINS PANTRY,"This product can be classified under the category of ""Kitchen Storage"" or ""Kitchen Organization"".","['Kitchen', 'Organization']"
3499,PINK FLOCK SUEDE CUSHION COVER ,Decor,Decor
3500,SET OF 3 REGENCY CAKE TINS,This product falls under the category of Kitchen & Dining or Baking.,"['Dining', 'Baking']"
3501,SET OF 4 KNICK KNACK TINS POPPIES,This product can be classified under the Decor category.,Decor
3502,DOILEY STORAGE TIN,This product falls under the category of Storage.,Storage
3503,STORAGE TIN VINTAGE LEAF,Decor,Decor
3504,TREASURE TIN GYMKHANA DESIGN,Decor,Decor
3505,TREASURE TIN BUFFALO BILL ,This product is classified as Decor.,"['product', 'Decor']"
3506,missing,I would need more information or context about the product to classify it into the appropriate category. Can you please provide a more detailed description of the product or its intended use?,"['product', 'use']"
3507,BISCUIT TIN 50'S CHRISTMAS,"This product belongs to the category of Decor, specifically in the subsection of Christmas Decor.","['Christmas', 'Decor']"
3508,ROUND STORAGE TIN VINTAGE LEAF,"This product falls under the category of ""Decor.""",Decor
3509,SET OF 4 KNICK KNACK TINS LEAVES ,"This product fits into the ""Decor"" category.",Decor
3510,36 DOILIES VINTAGE CHRISTMAS,Decor,Decor
3511,FOLKART CHRISTMAS TREE T-LIGHT HOLD,"This product belongs to the ""Decor"" category.",Decor
3512,BUBBLEGUM RING ASSORTED,"This product falls under the category of ""Fashion Accessories.""","['Fashion', 'Accessories']"
3513,SMALL WHITE HEART OF WICKER,"This product belongs to the ""Decor"" category.",Decor
3514,DOILEY BISCUIT TIN,This product falls under the category of Decor.,Decor
